order_id,date,customer_id,salesperson_id,segment,sku,qty,list_unit_price,discount_pct,unit_cost
DO201906000032,8/6/19,D00002,SP002,casual,BEAN-HOUSE-250G,2,18,0.014,6.71
DO201907000033,19/07/2019,D00002,SP002,casual,BEAN-HOUSE-250G,2,18,0.014,6.73
DO201908000034,21/08/2019,D00002,SP002,casual,BEAN-ESPRESSO-250G,2,19,0,8.1
DO201910000035,2/10/19,D00002,SP002,casual,BEAN-HOUSE-250G,2,18,0,6.78
DO201910000036,30/10/2019,D00002,SP002,casual,BEAN-ESPRESSO-250G,2,19,0,8.14
DO201912000037,7/12/19,D00002,SP002,casual,BEAN-ESPRESSO-250G,4,19,0.009,8.18
DO201903000038,1/3/19,D00003,SP001,casual,BEAN-HOUSE-250G,2,18,0,6.66
DO201903000039,31/03/2019,D00003,SP001,casual,BEAN-DECAF-250G,2,20,0.02,8.53
DO201905000040,5/5/19,D00003,SP001,casual,BEAN-HOUSE-1KG,2,60,0,26.79
DO201906000041,17/06/2019,D00003,SP001,casual,BEAN-HOUSE-250G,2,18,0,6.71
DO201907000042,22/07/2019,D00003,SP001,casual,BEAN-ESPRESSO-250G,2,19,0,8.08
DO201908000043,25/08/2019,D00003,SP001,casual,BEAN-HOUSE-250G,2,18,0,6.75
DO201910000044,4/10/19,D00003,SP001,casual,BEAN-ESPRESSO-250G,2,19,0,8.14
DO201911000045,14/11/2019,D00003,SP001,casual,BEAN-HOUSE-250G,8,18,0,6.8
DO201912000046,9/12/19,D00003,SP001,casual,BEAN-ESPRESSO-250G,10,19,0,8.18
DO201805000047,29/05/2018,D00004,SP004,casual,BEAN-HOUSE-250G,4,18,0,6.5
DO201807000048,6/7/18,D00004,SP004,casual,BEAN-HOUSE-250G,2,18,0,6.53
DO201807000048,6/7/18,D00004,SP004,casual,CLEAN-DESCALER-500ML,2,25,0,8.36
DO201808000049,10/8/18,D00004,SP004,casual,BEAN-HOUSE-250G,2,18,0,6.55
DO201809000050,19/09/2018,D00004,SP004,casual,BEAN-HOUSE-1KG,2,60,0,26.26
DO201810000051,20/10/2018,D00004,SP004,casual,BEAN-HOUSE-1KG,2,60,0.05,26.33
DO201811000052,24/11/2018,D00004,SP004,casual,BEAN-HOUSE-250G,4,18,0,6.6
DO201812000053,24/12/2018,D00004,SP004,casual,BEAN-HOUSE-250G,4,18,0,6.61
DO201901000054,26/01/2019,D00004,SP004,casual,BEAN-HOUSE-1KG,2,60,0,26.52
DO201902000055,28/02/2019,D00004,SP004,casual,BEAN-HOUSE-250G,2,18,0,6.65
DO201904000056,7/4/19,D00004,SP004,casual,BEAN-HOUSE-250G,2,18,0,6.68
DO201905000057,19/05/2019,D00004,SP004,casual,BEAN-HOUSE-250G,2,18,0,6.7
DO201906000058,29/06/2019,D00004,SP004,casual,BEAN-ESPRESSO-250G,2,19,0,8.06
DO201908000059,7/8/19,D00004,SP004,casual,BEAN-ESPRESSO-250G,6,19,0,8.1
DO201909000060,19/09/2019,D00004,SP004,casual,BEAN-HOUSE-250G,2,18,0.09,6.76
DO201910000061,29/10/2019,D00004,SP004,casual,BEAN-HOUSE-1KG,2,60,0,27.12
DO201912000062,3/12/19,D00004,SP004,casual,BEAN-HOUSE-1KG,4,60,0,27.25
DO201912000063,27/12/2019,D00004,SP004,casual,BEAN-ESPRESSO-1KG,4,62,0,32.7
DO201712000064,14/12/2017,D00005,SP001,enthusiast,BEAN-SINGLE-ETH-1KG,4,70,0,39.04
DO201712000065,28/12/2017,D00005,SP001,enthusiast,BEAN-HOUSE-1KG,4,60,0,25.69
DO201712000065,28/12/2017,D00005,SP001,enthusiast,CLEAN-BACKFLUSH-POWDER,2,20,0,6.16
DO201801000066,9/1/18,D00005,SP001,enthusiast,BEAN-SINGLE-ETH-1KG,4,70,0.008,39.14
DO201801000067,30/01/2018,D00005,SP001,enthusiast,BEAN-SINGLE-COL-250G,4,22,0,10.04
DO201801000067,30/01/2018,D00005,SP001,enthusiast,ACC-MILK-JUG-600ML,2,35,0,12.36
DO201802000068,18/02/2018,D00005,SP001,enthusiast,BEAN-HOUSE-1KG,4,60,0,25.81
DO201803000069,10/3/18,D00005,SP001,enthusiast,BEAN-ESPRESSO-250G,2,19,0,7.76
DO201803000070,29/03/2018,D00005,SP001,enthusiast,BEAN-ESPRESSO-1KG,2,62,0,31.05
DO201804000071,17/04/2018,D00005,SP001,enthusiast,BEAN-ESPRESSO-1KG,2,62,0,31.13
DO201805000072,6/5/18,D00005,SP001,enthusiast,BEAN-SINGLE-COL-1KG,2,70,0.007,40.57
DO201805000073,20/05/2018,D00005,SP001,enthusiast,BEAN-SINGLE-COL-250G,8,22,0,10.14
DO201806000074,3/6/18,D00005,SP001,enthusiast,BEAN-HOUSE-1KG,2,60,0,26.07
DO201806000075,21/06/2018,D00005,SP001,enthusiast,BEAN-SINGLE-COL-1KG,2,70,0.003,40.67
DO201806000075,21/06/2018,D00005,SP001,enthusiast,ACC-DISTRIBUTOR-58MM,2,95,0,36.5
DO201806000075,21/06/2018,D00005,SP001,enthusiast,CLEAN-BACKFLUSH-POWDER,2,20,0,6.26
DO201807000076,8/7/18,D00005,SP001,enthusiast,BEAN-SINGLE-COL-1KG,2,70,0,40.77
DO201807000077,25/07/2018,D00005,SP001,enthusiast,BEAN-HOUSE-250G,2,18,0,6.53
DO201808000078,9/8/18,D00005,SP001,enthusiast,BEAN-ESPRESSO-1KG,2,62,0,31.44
DO201808000078,9/8/18,D00005,SP001,enthusiast,ACC-DISTRIBUTOR-58MM,2,95,0,36.68
DO201808000078,9/8/18,D00005,SP001,enthusiast,CLEAN-BACKFLUSH-POWDER,2,20,0.016,6.29
DO201808000079,30/08/2018,D00005,SP001,enthusiast,BEAN-SINGLE-COL-1KG,2,70,0,40.87
DO201809000080,17/09/2018,D00005,SP001,enthusiast,BEAN-SINGLE-COL-1KG,2,70,0,40.97
DO201810000081,4/10/18,D00005,SP001,enthusiast,BEAN-ESPRESSO-1KG,2,62,0,31.59
DO201810000082,18/10/2018,D00005,SP001,enthusiast,BEAN-SINGLE-ETH-1KG,2,70,0,40.02
DO201811000083,2/11/18,D00005,SP001,enthusiast,BEAN-SINGLE-ETH-1KG,4,70,0,40.12
DO201811000083,2/11/18,D00005,SP001,enthusiast,CLEAN-GROUP-HEAD-BRUSH,2,18,0.008,5.28
DO201811000084,15/11/2018,D00005,SP001,enthusiast,BEAN-HOUSE-1KG,4,60,0.014,26.39
DO201811000084,15/11/2018,D00005,SP001,enthusiast,ACC-TAMPER-58MM,2,60,0,21.11
DO201811000085,30/11/2018,D00005,SP001,enthusiast,BEAN-ESPRESSO-1KG,4,62,0,31.67
DO201812000086,11/12/18,D00005,SP001,enthusiast,BEAN-SINGLE-ETH-1KG,4,70,0,40.22
DO201812000087,24/12/2018,D00005,SP001,enthusiast,BEAN-HOUSE-250G,8,18,0,6.61
DO201901000088,8/1/19,D00005,SP001,enthusiast,BEAN-HOUSE-1KG,4,60,0,26.52
DO201901000089,30/01/2019,D00005,SP001,enthusiast,BEAN-DECAF-250G,4,20,0,8.49
DO201902000090,17/02/2019,D00005,SP001,enthusiast,BEAN-HOUSE-1KG,4,60,0,26.59
DO201902000090,17/02/2019,D00005,SP001,enthusiast,ACC-KNOCKBOX,2,55,0.014,19.14
DO201903000091,10/3/19,D00005,SP001,enthusiast,BEAN-SINGLE-COL-1KG,2,70,0,41.58
DO201903000091,10/3/19,D00005,SP001,enthusiast,CLEAN-BACKFLUSH-POWDER,2,20,0,6.4
DO201903000092,31/03/2019,D00005,SP001,enthusiast,BEAN-HOUSE-1KG,2,60,0.012,26.65
DO201904000093,19/04/2019,D00005,SP001,enthusiast,BEAN-HOUSE-250G,4,18,0,6.68
DO201905000094,10/5/19,D00005,SP001,enthusiast,BEAN-ESPRESSO-250G,2,19,0,8.04
DO201905000094,10/5/19,D00005,SP001,enthusiast,CLEAN-DESCALER-500ML,2,25,0,8.57
DO201905000095,30/05/2019,D00005,SP001,enthusiast,BEAN-SINGLE-ETH-1KG,2,70,0,40.71
DO201906000096,17/06/2019,D00005,SP001,enthusiast,BEAN-HOUSE-1KG,2,60,0,26.85
DO201907000097,4/7/19,D00005,SP001,enthusiast,BEAN-HOUSE-250G,2,18,0,6.73
DO201907000098,21/07/2019,D00005,SP001,enthusiast,BEAN-ESPRESSO-1KG,6,62,0,32.3
DO201908000099,4/8/19,D00005,SP001,enthusiast,BEAN-DECAF-250G,6,20,0,8.63
DO201908000099,4/8/19,D00005,SP001,enthusiast,CLEAN-DESCALER-500ML,2,25,0,8.63
DO201908000100,20/08/2019,D00005,SP001,enthusiast,BEAN-ESPRESSO-1KG,2,62,0,32.38
DO201909000101,8/9/19,D00005,SP001,enthusiast,BEAN-ESPRESSO-250G,6,19,0,8.12
DO201909000102,26/09/2019,D00005,SP001,enthusiast,BEAN-SINGLE-ETH-1KG,2,70,0,41.12
DO201909000102,26/09/2019,D00005,SP001,enthusiast,ACC-KNOCKBOX,2,55,0,19.48
DO201910000103,13/10/2019,D00005,SP001,enthusiast,BEAN-SINGLE-ETH-1KG,2,70,0,41.22
DO201910000104,29/10/2019,D00005,SP001,enthusiast,BEAN-HOUSE-1KG,2,60,0,27.12
DO201910000104,29/10/2019,D00005,SP001,enthusiast,CLEAN-BACKFLUSH-POWDER,2,20,0,6.51
DO201911000105,11/11/19,D00005,SP001,enthusiast,BEAN-HOUSE-1KG,4,60,0,27.18
DO201911000106,24/11/2019,D00005,SP001,enthusiast,BEAN-HOUSE-1KG,8,60,0,27.18
DO201911000106,24/11/2019,D00005,SP001,enthusiast,ACC-FILTER-BASKET-18G,2,30,0.016,10.87
DO201912000107,10/12/19,D00005,SP001,enthusiast,BEAN-ESPRESSO-1KG,4,62,0,32.7
DO201912000108,20/12/2019,D00005,SP001,enthusiast,BEAN-HOUSE-250G,10,18,0,6.81
DO201708000109,26/08/2017,D00006,SP002,casual,BEAN-HOUSE-1KG,2,60,0,25.43
DO201709000110,28/09/2017,D00006,SP002,casual,BEAN-ESPRESSO-250G,4,19,0,7.65
DO201711000111,1/11/17,D00006,SP002,casual,BEAN-ESPRESSO-250G,6,19,0,7.69
DO201712000112,4/12/17,D00006,SP002,casual,BEAN-ESPRESSO-250G,4,19,0,7.71
DO201801000113,5/1/18,D00006,SP002,casual,BEAN-SINGLE-ETH-1KG,2,70,0,39.14
DO201802000114,21/02/2018,D00006,SP002,casual,BEAN-DECAF-250G,2,20,0,8.26
DO201802000114,21/02/2018,D00006,SP002,casual,CLEAN-DESCALER-500ML,2,25,0,8.26
DO201804000115,8/4/18,D00006,SP002,casual,BEAN-SINGLE-ETH-250G,4,22,0,9.86
DO201805000116,8/5/18,D00006,SP002,casual,BEAN-ESPRESSO-250G,2,19,0,7.8
DO201806000117,13/06/2018,D00006,SP002,casual,BEAN-ESPRESSO-250G,2,19,0,7.82
DO201807000118,16/07/2018,D00006,SP002,casual,BEAN-ESPRESSO-250G,2,19,0,7.84
DO201808000119,15/08/2018,D00006,SP002,casual,BEAN-SINGLE-COL-250G,2,22,0,10.22
DO201809000120,17/09/2018,D00006,SP002,casual,BEAN-SINGLE-COL-250G,2,22,0,10.24
DO201810000121,17/10/2018,D00006,SP002,casual,BEAN-HOUSE-250G,6,18,0,6.58
DO201810000121,17/10/2018,D00006,SP002,casual,CLEAN-DESCALER-500ML,2,25,0,8.42
DO201811000122,26/11/2018,D00006,SP002,casual,BEAN-ESPRESSO-250G,4,19,0,7.92
DO201812000123,21/12/2018,D00006,SP002,casual,BEAN-ESPRESSO-250G,4,19,0,7.94
DO201901000124,13/01/2019,D00006,SP002,casual,BEAN-ESPRESSO-250G,2,19,0,7.96
DO201903000125,1/3/19,D00006,SP002,casual,BEAN-HOUSE-1KG,2,60,0,26.65
DO201904000126,10/4/19,D00006,SP002,casual,BEAN-ESPRESSO-250G,4,19,0.022,8.02
DO201905000127,10/5/19,D00006,SP002,casual,BEAN-ESPRESSO-250G,2,19,0,8.04
DO201906000128,9/6/19,D00006,SP002,casual,BEAN-DECAF-1KG,2,65,0,34.37
DO201907000129,13/07/2019,D00006,SP002,casual,BEAN-ESPRESSO-250G,2,19,0,8.08
DO201908000130,26/08/2019,D00006,SP002,casual,BEAN-ESPRESSO-250G,2,19,0,8.1
DO201909000131,26/09/2019,D00006,SP002,casual,BEAN-ESPRESSO-250G,2,19,0,8.12
DO201911000132,6/11/19,D00006,SP002,casual,BEAN-HOUSE-250G,8,18,0,6.8
DO201912000133,6/12/19,D00006,SP002,casual,BEAN-HOUSE-250G,4,18,0,6.81
DO201905000134,12/5/19,D00007,SP002,casual,BEAN-HOUSE-1KG,2,60,0,26.79
DO201906000135,20/06/2019,D00007,SP002,casual,BEAN-HOUSE-1KG,2,60,0,26.85
DO201907000136,30/07/2019,D00007,SP002,casual,BEAN-ESPRESSO-250G,2,19,0,8.08
DO201909000137,11/9/19,D00007,SP002,casual,BEAN-ESPRESSO-250G,2,19,0,8.12
DO201910000138,11/10/19,D00007,SP002,casual,BEAN-ESPRESSO-250G,2,19,0,8.14
DO201911000139,13/11/2019,D00007,SP002,casual,BEAN-HOUSE-250G,4,18,0,6.8
DO201912000140,16/12/2019,D00007,SP002,casual,BEAN-HOUSE-1KG,4,60,0,27.25
DO201712000141,20/12/2017,D00008,SP003,enthusiast,BEAN-ESPRESSO-1KG,4,62,0,30.82
DO201712000142,30/12/2017,D00008,SP003,enthusiast,BEAN-HOUSE-250G,8,18,0.009,6.42
DO201801000143,13/01/2018,D00008,SP003,enthusiast,BEAN-SINGLE-ETH-1KG,2,70,0,39.14
DO201801000144,30/01/2018,D00008,SP003,enthusiast,BEAN-HOUSE-250G,4,18,0,6.44
DO201802000145,21/02/2018,D00008,SP003,enthusiast,BEAN-SINGLE-COL-1KG,2,70,0,40.27
DO201803000146,14/03/2018,D00008,SP003,enthusiast,BEAN-ESPRESSO-250G,6,19,0,7.76
DO201803000147,31/03/2018,D00008,SP003,enthusiast,BEAN-SINGLE-ETH-1KG,2,70,0.007,39.33
DO201803000147,31/03/2018,D00008,SP003,enthusiast,ACC-SCALE-TIMER,2,120,0,46.58
DO201804000148,14/04/2018,D00008,SP003,enthusiast,BEAN-SINGLE-ETH-1KG,2,70,0.026,39.43
DO201805000149,2/5/18,D00008,SP003,enthusiast,BEAN-SINGLE-COL-1KG,2,70,0,40.57
DO201805000150,19/05/2018,D00008,SP003,enthusiast,BEAN-HOUSE-250G,8,18,0,6.5
DO201806000151,5/6/18,D00008,SP003,enthusiast,BEAN-ESPRESSO-1KG,2,62,0,31.28
DO201806000152,23/06/2018,D00008,SP003,enthusiast,BEAN-HOUSE-1KG,2,60,0,26.07
DO201807000153,10/7/18,D00008,SP003,enthusiast,BEAN-SINGLE-COL-1KG,2,70,0,40.77
DO201807000154,25/07/2018,D00008,SP003,enthusiast,BEAN-ESPRESSO-1KG,2,62,0,31.36
DO201808000155,11/8/18,D00008,SP003,enthusiast,BEAN-HOUSE-1KG,2,60,0,26.2
DO201809000156,1/9/18,D00008,SP003,enthusiast,BEAN-ESPRESSO-1KG,2,62,0,31.51
DO201809000157,15/09/2018,D00008,SP003,enthusiast,BEAN-ESPRESSO-1KG,2,62,0,31.51
DO201810000158,3/10/18,D00008,SP003,enthusiast,BEAN-HOUSE-1KG,2,60,0,26.33
DO201810000159,22/10/2018,D00008,SP003,enthusiast,BEAN-SINGLE-COL-250G,2,22,0.012,10.27
DO201811000160,9/11/18,D00008,SP003,enthusiast,BEAN-ESPRESSO-1KG,4,62,0.013,31.67
DO201811000161,21/11/2018,D00008,SP003,enthusiast,BEAN-ESPRESSO-250G,8,19,0,7.92
DO201812000162,5/12/18,D00008,SP003,enthusiast,BEAN-SINGLE-COL-1KG,4,70,0,41.27
DO201812000162,5/12/18,D00008,SP003,enthusiast,CLEAN-GROUP-HEAD-BRUSH,2,18,0,5.29
DO201812000163,16/12/2018,D00008,SP003,enthusiast,BEAN-ESPRESSO-1KG,4,62,0,31.75
DO201812000163,16/12/2018,D00008,SP003,enthusiast,CLEAN-BACKFLUSH-POWDER,2,20,0,6.35
DO201812000164,31/12/2018,D00008,SP003,enthusiast,BEAN-SINGLE-ETH-1KG,8,70,0,40.22
DO201901000165,12/1/19,D00008,SP003,enthusiast,BEAN-ESPRESSO-250G,4,19,0,7.96
DO201901000166,27/01/2019,D00008,SP003,enthusiast,BEAN-ESPRESSO-250G,4,19,0,7.96
DO201902000167,17/02/2019,D00008,SP003,enthusiast,BEAN-SINGLE-ETH-1KG,4,70,0,40.41
DO201903000168,10/3/19,D00008,SP003,enthusiast,BEAN-ESPRESSO-250G,4,19,0,8
DO201903000169,30/03/2019,D00008,SP003,enthusiast,BEAN-HOUSE-1KG,2,60,0,26.65
DO201904000170,15/04/2019,D00008,SP003,enthusiast,BEAN-ESPRESSO-250G,4,19,0,8.02
DO201905000171,5/5/19,D00008,SP003,enthusiast,BEAN-SINGLE-ETH-250G,6,22,0,10.18
DO201905000172,24/05/2019,D00008,SP003,enthusiast,BEAN-ESPRESSO-1KG,6,62,0,32.14
DO201906000173,12/6/19,D00008,SP003,enthusiast,BEAN-SINGLE-COL-1KG,6,70,0,41.89
DO201907000174,3/7/19,D00008,SP003,enthusiast,BEAN-ESPRESSO-250G,6,19,0,8.08
DO201907000175,17/07/2019,D00008,SP003,enthusiast,BEAN-SINGLE-ETH-1KG,2,70,0,40.91
DO201908000176,5/8/19,D00008,SP003,enthusiast,BEAN-SINGLE-ETH-1KG,2,70,0.013,41.02
DO201908000176,5/8/19,D00008,SP003,enthusiast,CLEAN-GROUP-HEAD-BRUSH,2,18,0.025,5.4
DO201908000177,26/08/2019,D00008,SP003,enthusiast,BEAN-SINGLE-ETH-1KG,2,70,0,41.02
DO201909000178,11/9/19,D00008,SP003,enthusiast,BEAN-HOUSE-1KG,2,60,0,27.05
DO201909000179,29/09/2019,D00008,SP003,enthusiast,BEAN-ESPRESSO-1KG,6,62,0,32.46
DO201910000180,18/10/2019,D00008,SP003,enthusiast,BEAN-SINGLE-COL-1KG,2,70,0,42.3
DO201910000180,18/10/2019,D00008,SP003,enthusiast,CLEAN-DESCALER-500ML,2,25,0,8.68
DO201911000181,2/11/19,D00008,SP003,enthusiast,BEAN-HOUSE-1KG,4,60,0,27.18
DO201911000182,15/11/2019,D00008,SP003,enthusiast,BEAN-SINGLE-COL-1KG,4,70,0,42.41
DO201911000183,28/11/2019,D00008,SP003,enthusiast,BEAN-HOUSE-1KG,4,60,0,27.18
DO201912000184,10/12/19,D00008,SP003,enthusiast,BEAN-HOUSE-1KG,10,60,0,27.25
DO201912000185,21/12/2019,D00008,SP003,enthusiast,BEAN-HOUSE-250G,14,18,0,6.81
DO201912000186,31/12/2019,D00008,SP003,enthusiast,BEAN-SINGLE-COL-1KG,10,70,0,42.51
DO201905000187,21/05/2019,D00009,SP002,casual,BEAN-ESPRESSO-250G,2,19,0,8.04
DO201907000188,2/7/19,D00009,SP002,casual,BEAN-ESPRESSO-1KG,2,62,0,32.3
DO201908000189,14/08/2019,D00009,SP002,casual,BEAN-ESPRESSO-250G,2,19,0,8.1
DO201909000190,13/09/2019,D00009,SP002,casual,BEAN-HOUSE-250G,2,18,0,6.76
DO201909000190,13/09/2019,D00009,SP002,casual,CLEAN-BACKFLUSH-POWDER,2,20,0,6.49
DO201910000191,15/10/2019,D00009,SP002,casual,BEAN-HOUSE-250G,6,18,0,6.78
DO201911000192,23/11/2019,D00009,SP002,casual,BEAN-ESPRESSO-250G,4,19,0,8.16
DO201912000193,22/12/2019,D00009,SP002,casual,BEAN-HOUSE-250G,4,18,0,6.81
DO201712000194,16/12/2017,D00010,SP004,casual,BEAN-ESPRESSO-250G,4,19,0.043,7.71
DO201801000195,9/1/18,D00010,SP004,casual,BEAN-DECAF-1KG,2,65,0,32.96
DO201802000196,15/02/2018,D00010,SP004,casual,BEAN-HOUSE-250G,2,18,0.072,6.45
DO201804000197,3/4/18,D00010,SP004,casual,BEAN-HOUSE-250G,4,18,0,6.49
DO201805000198,8/5/18,D00010,SP004,casual,BEAN-ESPRESSO-250G,2,19,0,7.8
DO201806000199,15/06/2018,D00010,SP004,casual,BEAN-ESPRESSO-250G,4,19,0,7.82
DO201807000200,22/07/2018,D00010,SP004,casual,BEAN-HOUSE-250G,2,18,0,6.53
DO201808000201,21/08/2018,D00010,SP004,casual,BEAN-HOUSE-250G,2,18,0,6.55
DO201809000202,23/09/2018,D00010,SP004,casual,BEAN-ESPRESSO-1KG,2,62,0,31.51
DO201810000203,25/10/2018,D00010,SP004,casual,BEAN-HOUSE-250G,6,18,0,6.58
DO201810000203,25/10/2018,D00010,SP004,casual,ACC-TAMPER-58MM,2,60,0,21.06
DO201811000204,29/11/2018,D00010,SP004,casual,BEAN-HOUSE-250G,4,18,0,6.6
DO201812000205,27/12/2018,D00010,SP004,casual,BEAN-ESPRESSO-250G,4,19,0,7.94
DO201901000206,22/01/2019,D00010,SP004,casual,BEAN-ESPRESSO-1KG,2,62,0,31.83
DO201903000207,3/3/19,D00010,SP004,casual,BEAN-ESPRESSO-250G,4,19,0.052,8
DO201904000208,17/04/2019,D00010,SP004,casual,BEAN-HOUSE-1KG,2,60,0,26.72
DO201905000209,28/05/2019,D00010,SP004,casual,BEAN-ESPRESSO-250G,2,19,0,8.04
DO201907000210,1/7/19,D00010,SP004,casual,BEAN-HOUSE-250G,2,18,0.076,6.73
DO201908000211,14/08/2019,D00010,SP004,casual,BEAN-ESPRESSO-250G,6,19,0,8.1
DO201909000212,13/09/2019,D00010,SP004,casual,BEAN-HOUSE-250G,2,18,0,6.76
DO201910000213,25/10/2019,D00010,SP004,casual,BEAN-DECAF-250G,2,20,0,8.68
DO201911000214,24/11/2019,D00010,SP004,casual,BEAN-ESPRESSO-250G,4,19,0,8.16
DO201912000215,27/12/2019,D00010,SP004,casual,BEAN-ESPRESSO-250G,10,19,0,8.18
DO201811000216,21/11/2018,D00011,SP001,casual,BEAN-ESPRESSO-250G,4,19,0,7.92
DO201812000217,13/12/2018,D00011,SP001,casual,BEAN-ESPRESSO-250G,8,19,0,7.94
DO201901000218,15/01/2019,D00011,SP001,casual,BEAN-ESPRESSO-250G,2,19,0,7.96
DO201902000219,22/02/2019,D00011,SP001,casual,BEAN-ESPRESSO-250G,2,19,0,7.98
DO201904000220,2/4/19,D00011,SP001,casual,BEAN-ESPRESSO-250G,4,19,0,8.02
DO201905000221,6/5/19,D00011,SP001,casual,BEAN-ESPRESSO-1KG,2,62,0,32.14
DO201906000222,10/6/19,D00011,SP001,casual,BEAN-HOUSE-250G,2,18,0,6.71
DO201906000222,10/6/19,D00011,SP001,casual,CLEAN-BACKFLUSH-POWDER,2,20,0,6.44
DO201907000223,16/07/2019,D00011,SP001,casual,BEAN-HOUSE-1KG,2,60,0,26.92
DO201908000224,23/08/2019,D00011,SP001,casual,BEAN-ESPRESSO-250G,6,19,0,8.1
DO201909000225,22/09/2019,D00011,SP001,casual,BEAN-HOUSE-250G,2,18,0,6.76
DO201910000226,29/10/2019,D00011,SP001,casual,BEAN-HOUSE-250G,6,18,0,6.78
DO201911000227,26/11/2019,D00011,SP001,casual,BEAN-DECAF-250G,4,20,0,8.7
DO201912000228,22/12/2019,D00011,SP001,casual,BEAN-ESPRESSO-250G,4,19,0,8.18
DO201802000229,24/02/2018,D00012,SP004,casual,BEAN-HOUSE-250G,2,18,0,6.45
DO201803000230,28/03/2018,D00012,SP004,casual,BEAN-ESPRESSO-250G,2,19,0.086,7.76
DO201805000231,11/5/18,D00012,SP004,casual,BEAN-SINGLE-COL-250G,2,22,0,10.14
DO201806000232,12/6/18,D00012,SP004,casual,BEAN-ESPRESSO-250G,2,19,0,7.82
DO201807000233,19/07/2018,D00012,SP004,casual,BEAN-HOUSE-250G,4,18,0,6.53
DO201808000234,18/08/2018,D00012,SP004,casual,BEAN-ESPRESSO-250G,2,19,0.062,7.86
